,overall,verified,reviewerID,reviewerName,reviewText,summary,preprocessed_text,ResultadoHF,Sentiment,Score
8752,5.0,True,A1FBYZRHB8SXOS,mimi,Wonderful wonderful movie! Robin Williams in a more serious role and Jeff Bridges make an amazing performance that is not to be missed!,Fisher King,wonderful wonderful movie robin williams serious role jeff bridges make amazing performance missed," POSITIVE,  0.9998916387557983", Positivo,  0.9998916387557983
8754,5.0,True,AADZIDXTF2NUJ,Darrell,"Awesome movie and it looks great kn bluray. The seller was super quick and it was packaged great. I've seen the movie several times but watching it on bluray was brest
thanks sgain",fisher king,awesome movie looks great kn bluray seller super quick packaged great seen movie several times watching bluray brest thanks sgain," POSITIVE,  0.9997003078460693", Positivo,  0.9997003078460693
8756,1.0,False,A2JS421W9LMGR5,christine burns,Wasn't in the mood for so much singing and so less dialogue,One Star,mood much singing less dialogue," NEGATIVE,  0.9996434450149536", Negative,  0.9996434450149536
8757,4.0,False,A2Z9HS4YPRDUWR,Mr. William H. Hamilton,"I'm sure this version is ""Far superior "" to the one being released this Christmas.  Still a little ""dark"" but that's John Huston 's style.  Nothing tops seeing the play... but this is your 2nd alternative that is best!","I'm sure this version is ""Far superior "" to the one being released this Christmas",sure version far superior one released christmas still little dark john huston style nothing tops seeing play alternative best," POSITIVE,  0.9995601773262024", Positivo,  0.9995601773262024
8758,5.0,False,A1HFMDE8WT083G,belinda georgi,"I love this movie and enjoyed a lot.  I like Annie, even thou is an orphanage little girl, she is very sweet with an unique tough and funny character.",I love this movie and enjoyed a lot,love movie enjoyed lot like annie even thou orphanage little girl sweet unique tough funny character," POSITIVE,  0.9998714923858643", Positivo,  0.9998714923858643
8759,4.0,False,A28SOHBI3NWP1H,Amazon Customer,"Good movie, great songs!",Four Stars,good movie great songs," POSITIVE,  0.9998738765716553", Positivo,  0.9998738765716553
8760,5.0,False,A2OS43MS1SXXCW,Joani,Another fine musical.  I hope that all kids get the opportunity to view this film.,Another fine musical. I hope that all kids get the ...,another fine musical hope kids get opportunity view film," POSITIVE,  0.9998435974121094", Positivo,  0.9998435974121094
8761,5.0,True,A10ZQTNG1Z56IN,Dee,This movie was always a favorite of mine. Good family entertainment. Shipping was fast and packaging was great.,Great family entertainment.,movie always favorite mine good family entertainment shipping fast packaging great," POSITIVE,  0.9997730851173401", Positivo,  0.9997730851173401
8762,2.0,True,A2IJOUVB2URPH8,Bad Chad,"This is one of my favorite movies, and definitely my favorite of Terry Gilliam's. That is the reason I was very disappointed in this Blu Ray release that is nothing but a straight transfer from DVD at best with no extras whatsoever. Wait for a decent release. I would give it one star, but I actually love this movie and couldn't bring myself to do it....",Wait For A Remastered Blu-Ray,one favorite movies definitely favorite terry gilliam reason disappointed blu ray release nothing straight transfer dvd best extras whatsoever wait decent release would give one star actually love movie could bring," NEGATIVE,  0.9932584762573242", Negative,  0.9932584762573242
8763,4.0,True,A2FREXJTG1LW6J,GB,"It always amazes me how well Robin Williams does in serious roles (I think he does better than his 'funny' roles). The team of Williams and Jeff Bridges shine, with each character playing off the other throughout the movie. The overall message of the movie: we all have something to overcome. This is something we can all relate to, which makes the movie as good as it is. Like the title says, a hidden gem from 1991.",A Hidden Gem,always amazes well robin williams serious roles think better roles team williams jeff bridges shine character playing throughout movie overall message movie something overcome something relate makes movie good like title says hidden gem," POSITIVE,  0.9998679161071777", Positivo,  0.9998679161071777
8764,4.0,True,A2OA8TE8CGQCJO,RMV,Pretty good movie...let's face it Robin Williams is a comedic geneous and his serious moments on film are OK too.,The Fisher King,pretty good movie let face robin williams comedic geneous serious moments film ok," POSITIVE,  0.9998524188995361", Positivo,  0.9998524188995361
8765,5.0,False,AJ3K3HKR9UFVN,J. Kelley,"I have the Israeli dvd of this, so I don't know if the dvd sold here is all Hebrew or not.

If you're looking for a nice dvd for preschoolers, this one is great!  Short dialogue scenes are interspersed with some great kids' songs.  My 3 year old now can't decide between Dudu or Uncle Moishy!  The dialogue is slower paced than the Rehov Sumsum dvds, so a bit easier to follow for non-ivrit speaking parents.",Lots of fun!,israeli dvd know dvd sold hebrew looking nice dvd preschoolers one great short dialogue scenes interspersed great kids songs year old ca decide dudu uncle moishy dialogue slower paced rehov sumsum dvds bit easier follow speaking parents," NEGATIVE,  0.9903242588043213", Negative,  0.9903242588043213
8769,4.0,False,A375CG8KFH2OAM,Elizabeth,"How can you not like it!  Its a fantastic classic, even with the slightly racist overtones in some of the characters.  I was slightly shocked to not have remembered that there were a few choice words I would have preferred my six year old not overhear, but then again, there are worse movies to which he would be exposed.  The songs are still wonderful and aside from not fitting in to the politically correct mold movies currently are, the movie still transcends time well.",Its a classic!,like fantastic classic even slightly racist overtones characters slightly shocked remembered choice words would preferred six year old overhear worse movies would exposed songs still wonderful aside fitting politically correct mold movies currently movie still transcends time well," POSITIVE,  0.9990156888961792", Positivo,  0.9990156888961792
8770,5.0,True,A3VB4I7GRBTY3K,Leslie Arnold,good movie.  Great music,Five Stars,good movie great music," POSITIVE,  0.9998651742935181", Positivo,  0.9998651742935181
8771,5.0,True,A1E443MESKUPQL,Q. Manor,My kids love this classic movie!,Five Stars,kids love classic movie," POSITIVE,  0.9998817443847656", Positivo,  0.9998817443847656
8775,5.0,True,A1NJH2VUXKZMS5,DSE,A strangley realistic seeming film because it involves homeless and poor people and psychology yet includes the wondrous element of hope. Great flick.,wonderful film,strangley realistic seeming film involves homeless poor people psychology yet includes wondrous element hope great flick," POSITIVE,  0.9995823502540588", Positivo,  0.9995823502540588
8777,5.0,False,A1UMSB7LAW0RIR,LilTuscany,"This movie is amazing.  Don't sit there wondering if you should watch it, trust me on this one.  It starts out fast, keeps running the whole movie.  Robin Williams deserved every award for his acting, he will make you cry, laugh, think.  I don't know what else came out at the same time, but Fisher King was better.  Totally worth a look.","Overlooked and Robin at his BEST, incredible writing WOW",movie amazing sit wondering watch trust one starts fast keeps running whole movie robin williams deserved every award acting make cry laugh think know else came time fisher king better totally worth look," POSITIVE,  0.9997891783714294", Positivo,  0.9997891783714294
8778,5.0,True,A3SZEYY6ELTTJK,JasonReviews,"great movie, I miss how every movie from the mid 80s and before had people that had talent in them. Remember when there was no such thing as a movie that did not have singing in it? or playing musical instruments? every girl in this movie has a phenomenal voice and can also act amazing. I bought this to see if my 3 year old would watch it since she only watches Dora now, and now this is one of her favorites.","Must see, even todays kids will love it. Give them the chance to see a classic",great movie miss every movie mid people talent remember thing movie singing playing musical instruments every girl movie phenomenal voice also act amazing bought see year old would watch since watches dora one favorites," POSITIVE,  0.9997472167015076", Positivo,  0.9997472167015076
8779,5.0,True,A2T98FTJRCN4QP,L. BEAUMONT,Great movie  ! Timeless in theme and music is fantastic.,Great movie! Timeless in theme and music is fantastic,great movie timeless theme music fantastic," POSITIVE,  0.999886155128479", Positivo,  0.999886155128479
8780,5.0,False,A2AMWUBXZPG9GN,Robbie Tidmon,Ok,Five Stars,ok," POSITIVE,  0.9997851252555847", Positivo,  0.9997851252555847
8781,5.0,True,A1JMR1N9NBYJ1X,Mad Ethyl Flint,"I've always loved this movie and finally got it on DVD.  There's maybe not a complex plot, however it's full of quirky characters that are somehow likable. Robin Williams is fabulous as a former college professor and Jeff Bridges as a former Shock-Jock who have crossed paths.  There is of course a dark undertone to keep one interested.
All in all a fun, believable movie, although it's probably not for everyone.",One of my personal favorites!,always loved movie finally got dvd maybe complex plot however full quirky characters somehow likable robin williams fabulous former college professor jeff bridges former crossed paths course dark undertone keep one interested fun believable movie although probably everyone," POSITIVE,  0.9996528625488281", Positivo,  0.9996528625488281
8783,5.0,False,AZJE6RT4HBXSJ,C. Kirby,"Phenomenal movie.  Why Terry Gilliam is one of the finest filmmakers ever.  If you haven't seen it, do yourself a favor.  Micheal Jeter also deserves complete respect for his performance as well.  Did you see Tom Waits?  BOOP! Go No Further!","Why Robin Williams didn't get the Oscar, I'll never understand..",phenomenal movie terry gilliam one finest filmmakers ever seen favor micheal jeter also deserves complete respect performance well see tom waits boop go," POSITIVE,  0.9998302459716797", Positivo,  0.9998302459716797
8784,5.0,True,A279AU7MXJ765T,Katherine E. Warwick,THe movie is wonderfully Acted and very meaningful. It Shows the ups and downs of everyday life. I would highly Recommand buying this movie,Great Movie,movie wonderfully acted meaningful shows ups downs everyday life would highly recommand buying movie," POSITIVE,  0.9998828172683716", Positivo,  0.9998828172683716
8787,5.0,False,A1N1VS910RZ9T1,FamilyGuyFan,Really need to see this great movie. Rated R for language and violence.,The Fisher King,really need see great movie rated r language violence," POSITIVE,  0.9961996674537659", Positivo,  0.9961996674537659
8788,4.0,True,A30W19TNWBB6SH,Clark Kent,This is the original and it is very good.  However the 1999 Disney version is just as good if not better in some areas.  The famous music that made this show so good is used more often in the Disney version and  I like the  dancing  better.  The Disney version is faster moving for today's younger kids.  Both shows are great.,I got both the 1982 and the 1999 versions...... outstanding.,original good however disney version good better areas famous music made show good used often disney version like dancing better disney version faster moving today younger kids shows great," POSITIVE,  0.9998656511306763", Positivo,  0.9998656511306763
8789,5.0,True,A3NW7238W2WPCN,J. Enright,This was a gift and it was loved by the 8 yr. old recipient.,Makes you want to sing along,gift loved old recipient," POSITIVE,  0.9998762607574463", Positivo,  0.9998762607574463
8798,5.0,True,A2ZK9JNYC3JBV9,Phylicia McDonald,"Annie has always been a favorite of mine. I've always wanted a ""hard knock life"" so I could sing my blues away. As an adult now, bills are about as hard knocked as I'll appreciate. Share with your children, friends and family for that good ol' story of finding your place in hard times.",That Good Ol' Story,annie always favorite mine always wanted hard knock life could sing blues away adult bills hard knocked appreciate share children friends family good ol story finding place hard times," POSITIVE,  0.9978339076042175", Positivo,  0.9978339076042175
8799,4.0,True,A2255UPS6BRC6E,Kitty&#039;s Gifts,"I love the story and the music, but the misuse of God's Name stops me from purchasing the movie.",Four Stars,love story music misuse god name stops purchasing movie," NEGATIVE,  0.9993937015533447", Negative,  0.9993937015533447
8800,5.0,True,A1VFU9T4SC71AF,Karl K.,Awesome transaction. A+,Five Stars,awesome transaction," POSITIVE,  0.9998339414596558", Positivo,  0.9998339414596558
8804,5.0,False,A3L8JC20CDIO9Z,msresp,"this is one of my all time favorites, for so many reasons. Robin Williams gives an amazing performance. Mercedes Ruehl has many of the best lines in the film-an awesome actress. i could watch Michael Jeter singing to Amanda Plummer a million times and never grow tired of it-he steals the whole movie with this one scene! so much of the dialogue is touchingly funny and sweet.i also love the music used in the movie.this is a great film,with great performances; i love it.",there are so many things to love about this movie,one time favorites many reasons robin williams gives amazing performance mercedes ruehl many best lines awesome actress could watch michael jeter singing amanda plummer million times never grow tired steals whole movie one scene much dialogue touchingly funny also love music used great film great performances love," POSITIVE,  0.9998888969421387", Positivo,  0.9998888969421387
8809,5.0,True,A3RRZQZWN1P9X6,David C. Kelder,Always entertaining.  Well casted and well performed,Five Stars,always entertaining well casted well performed," POSITIVE,  0.9998809099197388", Positivo,  0.9998809099197388
8810,5.0,True,AE5QRDR9NUQ7,left lane willy,enjoyed it,Five Stars,enjoyed," POSITIVE,  0.9998677968978882", Positivo,  0.9998677968978882
8811,5.0,False,AH88SOS6VEX1P,Carol A. DiDomenico,"my great granddaughters favorite, so i purchased it for her as a gift for her birthday",Five Stars,great granddaughters favorite purchased gift birthday," POSITIVE,  0.9990929365158081", Positivo,  0.9990929365158081
8812,5.0,True,A1SHEMTLF2VSG5,CATHY L. YOUNG,All time family favorite!,I love it,time family favorite," POSITIVE,  0.9997491240501404", Positivo,  0.9997491240501404
8813,5.0,True,A1VVVV1Q6VDRUR,Barbara,I always liked this movie,Five Stars,always liked movie," POSITIVE,  0.9997162222862244", Positivo,  0.9997162222862244
8814,3.0,True,A1F99RR0XL6SID,a. b.,"Could do without the drunkenness, smoking, and impropriety.",Three Stars,could without drunkenness smoking impropriety," POSITIVE,  0.6099885106086731", Positivo,  0.6099885106086731
8821,5.0,False,AQY9NPQPYRWZ0,ichpokhudezh,"This is the best movie I saw in a few months. Stunning. I don't want to spoil it to you, so no details. But it's touching enough to be a date-kind of flick. It's mood changes and characters are deep and believable. The movie deals with murder, suicide, loss of beloved, madness, self-centeredness and still manages to be funny, entertaining and feel-good movie after all. Brilliant.",amazing,best movie saw months stunning want spoil details touching enough flick mood changes characters deep believable movie deals murder suicide loss beloved madness still manages funny entertaining movie brilliant," POSITIVE,  0.9998050332069397", Positivo,  0.9998050332069397
8822,5.0,False,A2EO0NAIKCGQIC,Felicia Sweeting-Harris,So happy I bought this movie my kids love it and so do I.,Five Stars,happy bought movie kids love," POSITIVE,  0.9998747110366821", Positivo,  0.9998747110366821
8823,5.0,True,A2LYEPR915R7OJ,Jennie,Awesome! :),Five Stars,awesome," POSITIVE,  0.9998472929000854", Positivo,  0.9998472929000854
8825,5.0,True,AD5HMW9HIRUAU,Jo,enjoyable movie,Five Stars,enjoyable movie," POSITIVE,  0.9998772144317627", Positivo,  0.9998772144317627
8826,5.0,False,A3SYXFZQ2RAFRJ,Ricky Martinez,Even bought the soundtrack!,Five Stars,even bought soundtrack," POSITIVE,  0.8384751677513123", Positivo,  0.8384751677513123
8832,5.0,True,A395QKQZ15GP4F,Lesley West,"This is a wonderful film, with Robin Williams putting in what I consider his finest performance.  It is also quite a different film - the sets are almost surreal, while showing the plight of homeless people in a stark and  uncompromising light.  But most of all it is a film that will make you  laugh, and make you cry, and I feel you can never want more from  entertainment than that.  Don't pass it by - it is truly a wonderful film  about how you can find salvation in the most unlikely of places.",A fine film,wonderful film robin williams putting consider finest performance also quite different film sets almost surreal showing plight homeless people stark uncompromising light film make laugh make cry feel never want entertainment pass truly wonderful film find salvation unlikely places," POSITIVE,  0.9998693466186523", Positivo,  0.9998693466186523
8833,3.0,True,AARJM5AV8JVLP,C. Scott Strumello,Good,Three Stars,good," POSITIVE,  0.9998161196708679", Positivo,  0.9998161196708679
8834,5.0,True,ATJZKQJA9CJ35,Glenn Davis,A long time favorite for the whole family.,Five Stars,long time favorite whole family," POSITIVE,  0.9996272325515747", Positivo,  0.9996272325515747
8835,5.0,True,A2D86WKNV20TEK,John O. Kinnick,NICE,Five Stars,nice," POSITIVE,  0.9998552799224854", Positivo,  0.9998552799224854
8836,5.0,True,A2D6VDR54FDOK1,Anthony L Milano,"Love the movie the songs, along with the choreograph",Five Stars,love movie songs along choreograph," POSITIVE,  0.9998791217803955", Positivo,  0.9998791217803955
8837,5.0,True,A3AHWF9CW9BMII,Kathleen B.,My daughter watched this everyday of her life when she was 5-6...Still loves it at 31. This was a replacement for the one of hers I loaned out and never received back. Arrived when expected.,My daughter watched this everyday of her life when she ...,daughter watched everyday life still loves replacement one loaned never received back arrived expected," POSITIVE,  0.9971569776535034", Positivo,  0.9971569776535034
8838,4.0,True,A3GOD8HSWS558H,jason,I remember watching this as a kid - and liked it a lot.  I don't think my 5 year old boy liked it quite as much as me :(,I remember watching this as a kid - and liked it a lot,remember watching kid liked lot think year old boy liked quite much," POSITIVE,  0.987062394618988", Positivo,  0.987062394618988
8839,5.0,True,A36NFTY2YB76MS,kpin,Love it. Thanks for your service.,Five Stars,love thanks service," POSITIVE,  0.9998632669448853", Positivo,  0.9998632669448853
8840,5.0,True,AIXRIFT1NK6H4,R. Yee,"Item arrived on time and as described, very pleased with the seller and the item.",very pleased with the seller and the item,item arrived time described pleased seller item," POSITIVE,  0.9998264908790588", Positivo,  0.9998264908790588
8841,4.0,True,A3TUQ4VK8EHPDA,Bradley Austin,As advertised,Four Stars,advertised," NEGATIVE,  0.9510034322738647", Negative,  0.9510034322738647
8842,5.0,True,A1VWZ3IAE6T1X8,Nancy Patterson,"The very best Annie, ever.  Songs, character actors wonderful songs and dancing children and of course, Carol Burnett.  One of my favorite songs from the show was ""Won't you be my baby"".  Love the whole story.","The very best Annie, ever",best annie ever songs character actors wonderful songs dancing children course carol burnett one favorite songs show wo baby love whole story," POSITIVE,  0.9998708963394165", Positivo,  0.9998708963394165
8843,5.0,True,A1PW4FF9FRAZ7W,Rhonda Fleming,Old time favorite. Good timing.,Five Stars,old time favorite good timing," POSITIVE,  0.9998741149902344", Positivo,  0.9998741149902344
8844,5.0,True,AU6J8DBCY76U6,James Fennell,My brother loves it and watches it everyday.,Five Stars,brother loves watches everyday," POSITIVE,  0.9998202919960022", Positivo,  0.9998202919960022
8845,5.0,True,A6S3W8IKQOCRT,Eb,good movie,Five Stars,good movie," POSITIVE,  0.9998424053192139", Positivo,  0.9998424053192139
8846,5.0,True,A7AI2LV6XOUDR,Andrea L Palm,Great movie,Five Stars,great movie," POSITIVE,  0.9998624324798584", Positivo,  0.9998624324798584
8847,3.0,True,AZV5NGPANACNI,Mickey,"Not really my kind of movie. I think it is probably a great stage play, but I was a bit disappointed. Having said all that, it was well done, but again, it seemed, all the while, as though I should be seeing it on stage.",I think it is probably a great stage play,really kind movie think probably great stage play bit disappointed said well done seemed though seeing stage," NEGATIVE,  0.7929095029830933", Negative,  0.7929095029830933
8848,5.0,True,A1RCDSN3GXHFC,Cajun Lady,Fun movie for adults and children. Have watched it many times,Great Broadway show also.,fun movie adults children watched many times," POSITIVE,  0.9998433589935303", Positivo,  0.9998433589935303
8849,5.0,True,A1IHCKK9Y6OEGT,Little Zooks,You can't go wrong with this one-- the movie quality was pretty good and it's just fun to sing along with.,Great movie,ca go wrong one movie quality pretty good fun sing along," POSITIVE,  0.9998711347579956", Positivo,  0.9998711347579956
8850,4.0,True,A2EEITD0N0Q1RC,Helene Hlavach,good movie,Four Stars,good movie," POSITIVE,  0.9998424053192139", Positivo,  0.9998424053192139
8851,4.0,True,A3NBC0S86O7WIC,Philip B Wood,My Daughter and Granddaughter Love this movie!,Four Stars,daughter granddaughter love movie," POSITIVE,  0.999886155128479", Positivo,  0.999886155128479
8852,5.0,True,A1ZY828BYZGA98,GMB,We showed this old classic to young kids and it held their attention. There is nothing offensive in the content  and many adults will like the story.,A great movie for my Grankids,showed old classic young kids held attention nothing offensive content many adults like story," POSITIVE,  0.9992166757583618", Positivo,  0.9992166757583618
8854,5.0,True,A1H4DXP4FARYYU,B. Larson,This is a story that never grows old. I purchased it for the children in my life but totally enjoy it myself. I have seen it many times and still enjoy it very much. Highly recommend this movie.,Annie,story never grows old purchased children life totally enjoy seen many times still enjoy much highly recommend movie," POSITIVE,  0.9998434782028198", Positivo,  0.9998434782028198
8855,3.0,True,A2XNLWXRTU48IQ,Jim,"There is a new version of Annie coming out later in 2014, but I wanted my 13 year old daughter to see the old version first.  This version is really just a movie re-creation of the stage play.  The little girl who plays Annie is adorable and the rest of the cast is OK.  Carol Burnett is hilarious as a drunken, bitter old lady who runs a girls school and doesn't find her heart til near the end of the movie.  If you like musicals, you will love Annie.",This is the movie version of a stage play.,new version annie coming later wanted year old daughter see old version first version really movie stage play little girl plays annie adorable rest cast carol burnett hilarious drunken bitter old lady runs girls school find heart til near end movie like musicals love annie," POSITIVE,  0.9994868040084839", Positivo,  0.9994868040084839
8856,5.0,True,A26J7URC1E0TSJ,S. Lorton,"My favorite movie of all times!!! Love the Blu-ray format. The extras are cool, the colors amazing and so worth the money!",Awesome!!,favorite movie times love format extras cool colors amazing worth money," POSITIVE,  0.9998916387557983", Positivo,  0.9998916387557983
8857,5.0,False,AKD3NT9SO1VT6,Nancy Brewer,Great Item - Love It - Would recommend highly.,Five Stars,great item love would recommend highly," POSITIVE,  0.9998741149902344", Positivo,  0.9998741149902344
8858,5.0,False,A2WPLMCSJEZIEY,MS.J,I LOVE THIS MOVIE!!! IT HAS AN AMAZING CAST. THE SONGS WILL PLAY IN YOUR HEAD ALL DAY. YOU MUST SEEE THIS MOVIE,the sun will come out tomorrow!!!!,love movie amazing cast songs play head day must seee movie," POSITIVE,  0.9998815059661865", Positivo,  0.9998815059661865
8859,3.0,True,A2BH6HF3QVOUY9,Sam Jones,"The one major downside to buying this for the kids was the fact that I am now hearing the songs every day... I mean EVERY DAY!!

On the plus side they really enjoyed it.",A good family film,one major downside buying kids fact hearing songs every day mean every day plus side really enjoyed," POSITIVE,  0.9990158081054688", Positivo,  0.9990158081054688
8860,5.0,True,A24U2TQMA5053G,L Haaf,I cannot get enough of this movie.  I watched it whenever I could as a kid and purchased it for my daughter who now loves it as well.  It's difficult to find movies for her because she doesn't like scary scenes.  The climax of this movie is just enough excitement without taking it too far.,Just love this movie,get enough movie watched whenever could kid purchased daughter loves well difficult find movies like scary scenes climax movie enough excitement without taking far," POSITIVE,  0.9990099668502808", Positivo,  0.9990099668502808
8861,5.0,True,A3NRHO869902K4,Kylie44,"Anyone who hasn't watched Annie, whether it be at the theatre or movie theatre, needs to see it immediately. It's a classic with some of the most memorable music I've ever heard!",Tomorrow! Buy This Movie!,anyone watched annie whether theatre movie theatre needs see immediately classic memorable music ever heard," POSITIVE,  0.9997324347496033", Positivo,  0.9997324347496033
8862,5.0,True,A2OI39YGJQUC61,Kendra Morgan,"Pretty decent film version of the Broadway hit musical.  My oldest daughter fell in love with it as a little girl, now her little girl is loving it.  A timeless classic.",Daddy Whorebucks.,pretty decent film version broadway hit musical oldest daughter fell love little girl little girl loving timeless classic," POSITIVE,  0.9998817443847656", Positivo,  0.9998817443847656
8863,1.0,True,A2KGQJWZ5HES4M,The Rebel,"To compare this to other musicals like Singing in the Rain really makes this pathetic.

Albert Finney is horrible.  He seemed to hate acting in the movie almost as much as I hated watching him act in it.

The performances were so stiff.",Torture.,compare musicals like singing rain really makes pathetic albert finney horrible seemed hate acting movie almost much hated watching act performances stiff," NEGATIVE,  0.9997888207435608", Negative,  0.9997888207435608
8864,5.0,True,A2PMOT54HSZXU4,Tammy Beckwith,Annie is a classic. A great family movie. I loved sharing this movie with my family and friends. Oldie but a goodie,Annie - who doesn't love Annie,annie classic great family movie loved sharing movie family friends oldie goodie," POSITIVE,  0.9998419284820557", Positivo,  0.9998419284820557
8865,5.0,True,A1W5AE7TDK0A1L,Alexis J Favenchi,"We were blown away by this bluray version of Annie....in anticipation of yet another version we ordered in ""the original"" and had a most enjoyable evening of classic musical comedy.
The extras , we watched every frame and to back this up checked out Wikipedia's summation.
The sound on our new Yamaha 7 / 1 system was crystal clear and the picture quality superb!",a splendid experience,blown away bluray version annie anticipation yet another version ordered original enjoyable evening classic musical comedy extras watched every frame back checked wikipedia summation sound new yamaha system crystal clear picture quality superb," POSITIVE,  0.9995600581169128", Positivo,  0.9995600581169128
8866,5.0,True,A25VOQWERIQ9BN,Jerri H,Excited to watch...haven't seen this movie in years!!  Ready to show my kids the movies we watched back in the day!  LOL,Great!,excited watch seen movie years ready show kids movies watched back day lol," POSITIVE,  0.9992870688438416", Positivo,  0.9992870688438416
8868,5.0,True,A1G65BMN1KUUD3,Patty,Annie is a classic movie that shows little girls how to stand up for themselves and be strong as well as stand up for friends. The movie also has great music. My daughter and I love this movie!,Classis,annie classic movie shows little girls stand strong well stand friends movie also great music daughter love movie," POSITIVE,  0.9998798370361328", Positivo,  0.9998798370361328
8869,5.0,True,A2D6YH76O4O4KJ,tbaby,"i STILL LAUGH WHEN I WATCHED THIS MOVIE WITH MY CHILDREN 35YEARS LATER. I LOVE THIS WHOLESOME MOVIE. COULD HAVE DONE WITH THE HINT OF MAJIC, WHICH DIDN'T ALLOW ME TO PURCHASE. IF IT WASN'T FOR THAT, I WOULD HAVE PURCHASED IT THE CHILDREN WOULD HAVE WATCHED IT DAILY AND THEY ARE 10 AND 13. CAN'T WAIT FOR THE NEW VERSION IN THE WINTER",wonderful even after 35YEARS,still laugh watched movie children later love wholesome movie could done hint majic allow purchase would purchased children would watched daily ca wait new version winter," POSITIVE,  0.9992653727531433", Positivo,  0.9992653727531433
8870,5.0,True,A1ZARDDMXZKGU9,WestNest,"My handicapped daughter has this as a frequent watch, so it was nice to see it in widescreen and blu-ray quality.  Even I enjoyed watching again because of that.",My daughter's pick,handicapped daughter frequent watch nice see widescreen quality even enjoyed watching," POSITIVE,  0.9991637468338013", Positivo,  0.9991637468338013
8871,5.0,True,A1M77L346AP9VV,thomas c dobeck,my friend saw this movie when he was around 5 years old I am so glad its now available dvd,classic movie,friend saw movie around years old glad available dvd," POSITIVE,  0.9918547868728638", Positivo,  0.9918547868728638
8872,5.0,True,A3O8KDMHJLDCSD,Miller,My girls loved the story and never trier of watching it. they were 4 & 5 when I purchased it. Now they are 6 & 7 and still love it.,Total Enjoyment,girls loved story never trier watching purchased still love," POSITIVE,  0.999782383441925", Positivo,  0.999782383441925
8873,5.0,True,A3R2G7AHIM77C8,Denise,"A real classic.  I was replacing my VCR tape, which I gave to my grandson.  I still like VHS better than DVD, except for it takes less space",Great,real classic replacing vcr tape gave grandson still like vhs better dvd except takes less space," POSITIVE,  0.9778329730033875", Positivo,  0.9778329730033875
8877,5.0,True,A3DPU8ONZS4UBS,charles  leyrer,"MY  MOM  LOVED  WATCHING  ANNIE  GROWING  UP
SO  SHE  WANTED  IT  GOT  IT  TODAY  LOVED  WATCHING  IT
SHE  WAS  LAUGHING  AND  ENJOYED  ANNIE  SO  MUCH
  THANKS",annie,mom loved watching annie growing wanted got today loved watching laughing enjoyed annie much thanks," POSITIVE,  0.9998499155044556", Positivo,  0.9998499155044556
8878,5.0,True,A1NLBBHE55RZ8A,David K,"Comical,good music, well acted. If you like musicals, this shold float your boat!  Albert Finney is name recognition butthe actress who played Annie ...made the movie.",One of the best,comical good music well acted like musicals shold float boat albert finney name recognition butthe actress played annie made movie," POSITIVE,  0.9969847798347473", Positivo,  0.9969847798347473
8879,5.0,True,A2SH3W1BMKMGJV,Jaymes Dyllan,"I love this movie. Singing and  Carol Burnett  as Miss Hannigan there is no one better. Bernadette Peters, Tim Curry, Albert Finney and Sandy. I love every sec of this movie.",Memories,love movie singing carol burnett miss hannigan one better bernadette peters tim curry albert finney sandy love every sec movie," POSITIVE,  0.9998503923416138", Positivo,  0.9998503923416138
8880,5.0,True,AGQCN4VIHNW47,Ccmarinho,Love this version of Annie! I had the soundtrack growing up and listened to it all the time! Definitely a classic!,Love it!,love version annie soundtrack growing listened time definitely classic," POSITIVE,  0.999876856803894", Positivo,  0.999876856803894
8881,5.0,True,A1Y1KEIQC89UXL,Kathy Girl,Awesome!,Awesome!,awesome," POSITIVE,  0.9998664855957031", Positivo,  0.9998664855957031
8882,5.0,False,A2M9QI1OWVA27V,imollyq,my hero love it,my hero love it,hero love," POSITIVE,  0.9998753070831299", Positivo,  0.9998753070831299
8883,5.0,True,A34J9AMO9Z6FTL,VICKI A JOHNSON,I got this movie for my sister. She really loved it. She was very happy with it. Very much satisfied.,Good,got movie sister really loved happy much satisfied," POSITIVE,  0.9998800754547119", Positivo,  0.9998800754547119
8885,5.0,True,A1JNIFVCC311S2,Disney Mom,"This is exactly what I wanted. It actually shipped faster than I expected and got it a day earlier. VEry happy with my purchase, great product at a good price. Fun extra's plus its a Sing-A-Long which my 4 year old LOVES!",Great item at a good price,exactly wanted actually shipped faster expected got day earlier happy purchase great product good price fun extra plus year old loves," POSITIVE,  0.9998527765274048", Positivo,  0.9998527765274048
8886,5.0,True,AF32VXE8EDYTC,Mrs.R.,I bought this three years ago and we've watched it a dozen times since.  The grandkids love the music and we watch it often.,Love it -- high quality video,bought three years ago watched dozen times since grandkids love music watch often," POSITIVE,  0.9998341798782349", Positivo,  0.9998341798782349
8887,2.0,True,A1G788TUDZVOZD,Amazon Customer,"If I knew more about how the courts are, or were, set up in Rumpole's time, I might have enjoyed this series more.
Be your own judge there.",I might have enjoyed this series more,knew courts set rumpole time might enjoyed series judge," POSITIVE,  0.9979680180549622", Positivo,  0.9979680180549622
8888,3.0,True,ACWV7LVTO8MZ9,Kathy,"Pretty dated, but enjoyable when you get beyond that.  Very slow by todays standards.",Three Stars,pretty dated enjoyable get beyond slow todays standards," POSITIVE,  0.9918543100357056", Positivo,  0.9918543100357056
